,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
27,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,13.0,13.0,4.0,3.0,13.0,4.0,13.0,6.0,3.0,13.0,3.0,3.0,3.0,3.0,5.0,13.0,13.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,10.0,12.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,10.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,10.0,3.0,3.0,3.0,3.0,13.0,3.0,3.0,5.0
28,10.0,10.0,4.0,10.0,4.0,3.0,10.0,13.0,3.0,8.0,13.0,3.0,8.0,3.0,3.0,8.0,13.0,3.0,4.0,3.0,10.0,3.0,10.0,3.0,9.0,7.0,13.0,3.0,3.0,8.0,3.0,3.0,8.0,3.0,3.0,3.0,4.0,8.0,6.0,4.0,4.0,4.0,13.0,12.0,4.0,3.0,9.0,3.0,6.0,3.0,11.0,3.0,6.0,3.0,10.0,3.0,13.0,3.0,7.0,8.0,3.0,4.0,3.0,14.0,3.0,3.0,3.0,3.0,13.0,3.0,3.0,12.0
29,14.0,14.0,13.0,14.0,13.0,14.0,11.0,13.0,10.0,9.0,13.0,14.0,8.0,10.0,13.0,9.0,13.0,14.0,10.0,13.0,14.0,6.0,14.0,3.0,11.0,13.0,13.0,3.0,13.0,12.0,3.0,13.0,11.0,3.0,7.0,11.0,7.0,8.0,3.0,11.0,6.0,3.0,14.0,12.0,13.0,3.0,11.0,3.0,4.0,11.0,12.0,3.0,4.0,3.0,11.0,3.0,13.0,13.0,3.0,12.0,3.0,4.0,3.0,14.0,10.0,3.0,3.0,7.0,14.0,3.0,3.0,12.0
30,3.0,3.0,4.0,3.0,4.0,3.0,3.0,13.0,4.0,9.0,13.0,14.0,8.0,4.0,13.0,9.0,13.0,7.0,3.0,13.0,14.0,3.0,14.0,3.0,9.0,13.0,13.0,3.0,4.0,12.0,3.0,3.0,8.0,3.0,3.0,11.0,4.0,8.0,6.0,11.0,4.0,4.0,10.0,12.0,4.0,3.0,9.0,3.0,3.0,11.0,11.0,3.0,7.0,3.0,11.0,3.0,13.0,3.0,4.0,8.0,3.0,4.0,3.0,10.0,10.0,3.0,3.0,3.0,14.0,3.0,3.0,12.0
31,13.0,13.0,13.0,13.0,13.0,13.0,11.0,13.0,10.0,8.0,13.0,13.0,8.0,10.0,13.0,8.0,13.0,10.0,10.0,13.0,10.0,6.0,10.0,14.0,9.0,13.0,13.0,14.0,11.0,8.0,3.0,13.0,8.0,3.0,7.0,3.0,4.0,8.0,3.0,7.0,4.0,3.0,13.0,12.0,4.0,3.0,9.0,3.0,4.0,4.0,11.0,3.0,4.0,3.0,10.0,3.0,13.0,3.0,3.0,8.0,3.0,14.0,3.0,14.0,3.0,3.0,3.0,3.0,13.0,3.0,3.0,12.0
32,10.0,10.0,4.0,10.0,4.0,3.0,10.0,13.0,3.0,8.0,13.0,3.0,8.0,3.0,3.0,8.0,13.0,3.0,3.0,3.0,10.0,3.0,10.0,3.0,9.0,6.0,13.0,3.0,3.0,8.0,3.0,3.0,8.0,3.0,3.0,3.0,4.0,8.0,3.0,4.0,4.0,3.0,13.0,3.0,4.0,3.0,9.0,3.0,3.0,3.0,11.0,3.0,3.0,3.0,10.0,3.0,13.0,3.0,3.0,8.0,3.0,4.0,3.0,13.0,3.0,3.0,3.0,3.0,13.0,3.0,3.0,12.0
33,13.0,13.0,6.0,13.0,4.0,3.0,11.0,13.0,3.0,8.0,13.0,13.0,8.0,3.0,13.0,8.0,13.0,6.0,4.0,13.0,10.0,3.0,10.0,3.0,9.0,13.0,13.0,3.0,3.0,8.0,3.0,4.0,8.0,3.0,3.0,3.0,4.0,8.0,3.0,4.0,4.0,3.0,13.0,12.0,4.0,3.0,9.0,3.0,6.0,3.0,12.0,3.0,4.0,3.0,10.0,3.0,13.0,3.0,7.0,12.0,3.0,4.0,3.0,14.0,3.0,3.0,3.0,3.0,13.0,3.0,3.0,12.0
34,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,6.0,4.0,3.0,4.0,4.0,3.0,3.0,8.0,3.0,3.0,11.0,4.0,8.0,6.0,11.0,4.0,4.0,10.0,3.0,4.0,3.0,9.0,3.0,3.0,11.0,11.0,3.0,6.0,3.0,11.0,3.0,13.0,3.0,4.0,8.0,3.0,4.0,3.0,10.0,10.0,3.0,3.0,3.0,14.0,3.0,3.0,12.0
35,13.0,10.0,4.0,10.0,4.0,3.0,11.0,13.0,3.0,8.0,13.0,13.0,8.0,3.0,13.0,8.0,13.0,10.0,3.0,13.0,10.0,3.0,10.0,3.0,9.0,13.0,13.0,3.0,11.0,8.0,3.0,3.0,8.0,3.0,3.0,3.0,4.0,8.0,6.0,4.0,4.0,4.0,13.0,12.0,4.0,3.0,9.0,3.0,3.0,3.0,11.0,3.0,6.0,3.0,10.0,3.0,13.0,3.0,4.0,8.0,3.0,4.0,3.0,14.0,3.0,3.0,3.0,3.0,13.0,3.0,3.0,12.0
36,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,13.0,13.0,4.0,3.0,13.0,4.0,13.0,6.0,4.0,13.0,3.0,3.0,3.0,3.0,4.0,13.0,13.0,3.0,3.0,4.0,3.0,3.0,4.0,14.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,10.0,12.0,4.0,3.0,9.0,14.0,6.0,3.0,11.0,3.0,3.0,4.0,10.0,3.0,3.0,4.0,7.0,8.0,4.0,4.0,3.0,10.0,3.0,3.0,3.0,3.0,13.0,3.0,13.0,12.0
37,14.0,11.0,13.0,10.0,13.0,13.0,11.0,11.0,10.0,9.0,7.0,14.0,8.0,10.0,13.0,9.0,6.0,10.0,10.0,13.0,13.0,6.0,13.0,3.0,9.0,13.0,4.0,3.0,11.0,12.0,3.0,13.0,8.0,3.0,7.0,11.0,4.0,8.0,6.0,11.0,4.0,4.0,14.0,12.0,4.0,3.0,9.0,3.0,4.0,11.0,11.0,3.0,6.0,3.0,11.0,3.0,13.0,3.0,4.0,8.0,3.0,4.0,3.0,13.0,10.0,3.0,3.0,3.0,14.0,3.0,3.0,12.0
38,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,6.0,3.0,8.0,10.0,3.0,8.0,4.0,10.0,10.0,3.0,10.0,3.0,10.0,3.0,9.0,7.0,4.0,3.0,11.0,8.0,3.0,3.0,8.0,14.0,3.0,3.0,4.0,12.0,6.0,4.0,4.0,4.0,13.0,3.0,4.0,3.0,8.0,14.0,6.0,3.0,11.0,3.0,6.0,4.0,10.0,3.0,13.0,3.0,7.0,8.0,4.0,4.0,3.0,14.0,3.0,3.0,3.0,3.0,13.0,3.0,13.0,11.0
39,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,7.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,5.0,6.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,6.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,10.0,3.0,3.0,4.0
40,13.0,13.0,13.0,13.0,13.0,13.0,11.0,13.0,10.0,8.0,13.0,13.0,8.0,10.0,13.0,8.0,13.0,10.0,10.0,13.0,10.0,3.0,10.0,6.0,9.0,13.0,13.0,7.0,11.0,8.0,7.0,4.0,8.0,6.0,3.0,3.0,4.0,8.0,3.0,4.0,4.0,3.0,13.0,12.0,4.0,3.0,9.0,6.0,7.0,3.0,12.0,3.0,4.0,3.0,10.0,3.0,13.0,3.0,7.0,12.0,3.0,4.0,3.0,14.0,3.0,3.0,3.0,3.0,13.0,3.0,6.0,12.0
41,10.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,6.0,3.0,8.0,10.0,3.0,8.0,4.0,10.0,10.0,3.0,10.0,6.0,10.0,3.0,9.0,7.0,4.0,3.0,11.0,8.0,3.0,13.0,8.0,3.0,7.0,3.0,4.0,8.0,6.0,4.0,4.0,4.0,13.0,3.0,4.0,3.0,9.0,3.0,3.0,3.0,11.0,3.0,6.0,3.0,10.0,3.0,13.0,3.0,4.0,8.0,3.0,4.0,3.0,13.0,3.0,3.0,3.0,3.0,13.0,3.0,3.0,12.0
42,10.0,10.0,4.0,10.0,4.0,3.0,10.0,11.0,4.0,9.0,7.0,3.0,8.0,4.0,3.0,9.0,6.0,13.0,3.0,3.0,13.0,3.0,13.0,3.0,11.0,7.0,4.0,3.0,14.0,11.0,3.0,4.0,11.0,3.0,3.0,11.0,7.0,8.0,6.0,11.0,6.0,4.0,14.0,3.0,13.0,3.0,12.0,3.0,3.0,11.0,12.0,3.0,6.0,3.0,11.0,3.0,13.0,13.0,4.0,12.0,3.0,4.0,3.0,13.0,10.0,3.0,3.0,7.0,14.0,3.0,3.0,11.0
43,3.0,3.0,3.0,3.0,3.0,3.0,4.0,7.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,6.0,3.0,3.0,3.0,6.0,3.0,6.0,3.0,5.0,6.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,14.0,3.0,11.0,6.0,5.0,6.0,11.0,6.0,4.0,10.0,3.0,10.0,3.0,4.0,14.0,3.0,11.0,4.0,3.0,6.0,4.0,11.0,3.0,3.0,11.0,4.0,4.0,4.0,4.0,3.0,10.0,10.0,3.0,3.0,7.0,14.0,3.0,13.0,5.0
44,13.0,13.0,13.0,13.0,13.0,13.0,13.0,14.0,10.0,12.0,14.0,13.0,11.0,10.0,14.0,11.0,14.0,11.0,10.0,13.0,10.0,14.0,11.0,3.0,9.0,13.0,14.0,3.0,11.0,8.0,4.0,13.0,8.0,14.0,12.0,3.0,4.0,11.0,11.0,4.0,4.0,3.0,13.0,12.0,4.0,3.0,9.0,14.0,4.0,3.0,11.0,3.0,12.0,4.0,10.0,3.0,13.0,3.0,3.0,8.0,4.0,4.0,3.0,14.0,3.0,3.0,3.0,3.0,13.0,3.0,14.0,12.0
45,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,13.0,4.0,4.0,6.0,3.0,13.0,3.0,3.0,3.0,3.0,4.0,13.0,4.0,3.0,3.0,4.0,3.0,3.0,8.0,14.0,3.0,3.0,4.0,12.0,3.0,4.0,4.0,3.0,10.0,12.0,4.0,3.0,9.0,14.0,3.0,3.0,11.0,3.0,4.0,4.0,10.0,3.0,13.0,3.0,3.0,8.0,4.0,4.0,3.0,10.0,3.0,3.0,3.0,3.0,13.0,3.0,13.0,12.0
46,3.0,3.0,3.0,3.0,3.0,3.0,4.0,7.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,6.0,3.0,6.0,3.0,5.0,6.0,6.0,3.0,3.0,4.0,3.0,4.0,11.0,4.0,3.0,3.0,6.0,8.0,6.0,4.0,6.0,4.0,3.0,3.0,13.0,3.0,11.0,3.0,3.0,3.0,12.0,3.0,6.0,6.0,3.0,3.0,3.0,13.0,4.0,12.0,7.0,4.0,3.0,3.0,3.0,3.0,3.0,7.0,10.0,3.0,3.0,11.0
